Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,2019,2020,Estimates Start After
Kosovo,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",22.179,23.524,2018
Kosovo,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","4,442.36","4,649.33",0
Kosovo,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.016,0.016,2018
Kosovo,Unemployment rate,Percent of total labor force,,Source: No labor data submitted for Kosovo Latest actual data: 2018 Primary domestic currency: Euro Data last updated: 09/2019,n/a,n/a,2018
Kosovo,Population,Persons,Millions,Source: Census never done Latest actual data: IMF staff estimates Primary domestic currency: Euro Data last updated: 09/2019,1.8,1.807,0
Kuwait,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",137.591,139.57,2017
Kuwait,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",312.1,328.07,2017
Kuwait,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","29,266.98","28,882.72",2016
Kuwait,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.22,0.219,2017
Kuwait,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2015 Employment type: National definition Primary domestic currency: Kuwaiti dinar Data last updated: 09/2019,1.322,1.322,2015
Kuwait,Population,Persons,Millions,"Source: Ministry of Planning, Central Statistical Office, and Civil Information Authority Latest actual data: 2016 Primary domestic currency: Kuwaiti dinar Data last updated: 09/2019",4.701,4.832,2016
Kyrgyz Republic,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",8.261,8.715,2018
Kyrgyz Republic,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",25.915,27.325,2018
Kyrgyz Republic,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,292.98","1,337.27",2018
Kyrgyz Republic,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.018,0.018,2018
Kyrgyz Republic,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2018 Employment type: National definition Primary domestic currency: Kyrgyz som Data last updated: 09/2019,6.605,6.605,2018
Kyrgyz Republic,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2018 Primary domestic currency: Kyrgyz som Data last updated: 09/2019,6.389,6.517,2018
Lao P.D.R.,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",19.127,21.211,2018
Lao P.D.R.,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",58.091,63.099,2018
Lao P.D.R.,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","2,670.21","2,919.07",2018
Lao P.D.R.,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.041,0.042,2018
Lao P.D.R.,Unemployment rate,Percent of total labor force,,,,,
Lao P.D.R.,Population,Persons,Millions,Source: International Financial Institution. World Bank Latest actual data: 2018 Primary domestic currency: Lao kip Data last updated: 09/2019,7.163,7.266,2018
Latvia,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",35.045,36.771,2018
Latvia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",60.562,63.49,2018
Latvia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","18,171.65","19,104.84",2018
Latvia,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.043,0.042,2018
Latvia,Unemployment rate,Percent of total labor force,,"Source: National Statistics Office Latest actual data: 2018 Notes: Labor statistics are based on Labor Force Survey data, which were revised in 2011 in compliance with Population and Housing Census 2011 results; data before 2011 have not been revised yet. Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 09/2019",6.503,6.704,2018
Latvia,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2018 Primary domestic currency: Euro Data last updated: 09/2019,1.929,1.925,2018
Lebanon,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",58.565,60.455,2017
Lebanon,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",91.286,93.902,2017
Lebanon,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","9,654.81","10,042.78",2012
Lebanon,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.064,0.063,2017
Lebanon,Unemployment rate,Percent of total labor force,,,,,
Lebanon,Population,Persons,Millions,Source: National Statistics Office. Also: IMF staff. Latest actual data: 2012. The 2007 households living conditions was the latest official survey. An update in 2010 was conducted under the Multiple Indicator Cluster Survey. Primary domestic currency: Lebanese pound Data last updated: 08/2019,6.066,6.02,2012
Lesotho,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",2.741,2.8,2017
Lesotho,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",7.403,7.537,2017
Lesotho,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,338.52","1,357.78",2016
Lesotho,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.005,0.005,2017
Lesotho,Unemployment rate,Percent of total labor force,,,,,
Lesotho,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2016 Primary domestic currency: Lesotho loti Data last updated: 07/2019,2.048,2.062,2016
Liberia,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",3.222,3.231,2018
Liberia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",6.471,6.702,2018
Liberia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",703.826,688.281,2016
Liberia,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.005,0.004,2018
Liberia,Unemployment rate,Percent of total labor force,,,,,
Liberia,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2016 Primary domestic currency: U.S. dollars Data last updated: 09/2019,4.578,4.694,2016
Libya,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",33.018,34.076,2017
Libya,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",61.559,62.758,2017
Libya,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","5,019.58","5,129.19",2014
Libya,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.043,0.042,2017
Libya,Unemployment rate,Percent of total labor force,,,,,
Libya,Population,Persons,Millions,Source: International Financial Institution. World Development Indicators Latest actual data: 2014 Primary domestic currency: Libyan dinar Data last updated: 09/2019,6.578,6.644,2014
Lithuania,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",53.641,56.225,2018
Lithuania,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",102.179,107.04,2018
Lithuania,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","19,266.79","20,355.00",2018
Lithuania,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.072,0.072,2018
Lithuania,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2018 Employment type: Eurostat harmonized data Primary domestic currency: European euro Data last updated: 09/2019,6.106,6.026,2018
Lithuania,Population,Persons,Millions,Source: National Statistics Office. Data from Statistics Lithuania: http://www.stat.gov.lt/en/ Latest actual data: 2018. Population data were revised back to 2001 based on 2011 census results. Primary domestic currency: European euro Data last updated: 09/2019,2.784,2.762,2018
Luxembourg,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",69.453,72.994,2018
Luxembourg,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",66.848,70.066,2018
Luxembourg,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","113,196.49","116,727.21",2018
Luxembourg,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.047,0.047,2018
Luxembourg,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2018 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 07/2019,5.166,5.172,2018
Luxembourg,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2018 Primary domestic currency: Euro Data last updated: 07/2019,0.614,0.625,2018
Macao SAR,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",55.136,55.377,2018
Macao SAR,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",77.7,78.399,2018
Macao SAR,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","81,151.93","80,065.20",2018
Macao SAR,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.055,0.052,2018
Macao SAR,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2018 Employment type: National definition Primary domestic currency: Macanese pataca,1.8,1.8,2018
Macao SAR,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2018 Primary domestic currency: Macanese pataca,0.679,0.692,2018
Madagascar,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",12.55,13.647,2017
Madagascar,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",45.974,49.376,2017
Madagascar,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",463.869,490.906,2010
Madagascar,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.032,0.033,2017
Madagascar,Unemployment rate,Percent of total labor force,,,,,
Madagascar,Population,Persons,Millions,"Source: UN, World Bank, and National Statistical Office Latest actual data: 2010 Primary domestic currency: Malagasy ariary Data last updated: 08/2019",27.055,27.799,2010
Malawi,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",7.522,8.05,2011
Malawi,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",25.167,26.975,2011
Malawi,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",370.747,385.677,2011
Malawi,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.018,0.018,2011
Malawi,Unemployment rate,Percent of total labor force,,,,,
Malawi,Population,Persons,Millions,Source: International Financial Institution Latest actual data: 2016 Primary domestic currency: Malawi kwacha Data last updated: 08/2019,20.289,20.873,2016
Malaysia,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",365.303,381.523,2018
Malaysia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,078.54","1,148.34",2018
Malaysia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","11,136.81","11,484.51",2018
Malaysia,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.76,0.768,2018
Malaysia,Unemployment rate,Percent of total labor force,,Source: CEIC/IMF staff/NSO Latest actual data: 2018 Employment type: National definition Primary domestic currency: Malaysian ringgit Data last updated: 09/2019,3.425,3.425,2018
Malaysia,Population,Persons,Millions,Source: National Statistics Office. From Department of Statistics Malaysia (DOS) downloaded via CEIC Latest actual data: 2018 Primary domestic currency: Malaysian ringgit Data last updated: 09/2019,32.801,33.221,2018
Maldives,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",5.786,6.283,2018
Maldives,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",8.667,9.373,2018
Maldives,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","15,562.51","16,620.42",2014
Maldives,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.006,0.006,2018
Maldives,Unemployment rate,Percent of total labor force,,,,,
Maldives,Population,Persons,Millions,Source: Department of National Planning. Latest actual data: 2014. Latest census done in 2014. On National Planning Website. Primary domestic currency: Maldivian rufiyaa Data last updated: 09/2019,0.372,0.378,2014
Mali,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",17.647,19.02,2018
Mali,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",47.181,50.523,2018
Mali,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",924.178,967.139,2017
Mali,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.033,0.034,2018
Mali,Unemployment rate,Percent of total labor force,,,,,
Mali,Population,Persons,Millions,Source: Other Latest actual data: 2017 Notes: Population data from World Development Indicators. Primary domestic currency: CFA franc Data last updated: 09/2019,19.095,19.667,2017
Malta,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",14.859,15.787,2018
Malta,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",22.982,24.45,2018
Malta,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","30,650.17","32,019.43",2018
Malta,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.016,0.016,2018
Malta,Unemployment rate,Percent of total labor force,,"Source: Eurostat, Labor Force Survey Latest actual data: 2018 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 09/2019",3.8,4,2018
Malta,Population,Persons,Millions,Source: Eurostat Latest actual data: 2018 Primary domestic currency: Euro Data last updated: 09/2019,0.485,0.493,2018
Marshall Islands,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.22,0.228,2017
Marshall Islands,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.217,0.226,2017
Marshall Islands,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","3,924.83","4,001.13",2016
Marshall Islands,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",--,--,2017
Marshall Islands,Unemployment rate,Percent of total labor force,,,,,
Marshall Islands,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2016 Primary domestic currency: U.S. dollar Data last updated: 09/2019,0.056,0.057,2016
Mauritania,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",5.651,5.918,2014
Mauritania,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",19.811,21.392,2014
Mauritania,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,392.46","1,426.84",2014
Mauritania,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.014,0.014,2014
Mauritania,Unemployment rate,Percent of total labor force,,,,,
Mauritania,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2014 Primary domestic currency: New Mauritanian Ouguiya Data last updated: 09/2019,4.058,4.147,2014
Mauritius,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",14.391,14.851,2018
Mauritius,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",31.663,33.528,2018
Mauritius,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","11,360.67","11,720.62",2018
Mauritius,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.022,0.022,2018
Mauritius,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2016. Preliminary data Employment type: Harmonized ILO definition Primary domestic currency: Mauritian rupee Data last updated: 09/2019,6.9,6.9,2016
Mauritius,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2018 Primary domestic currency: Mauritian rupee Data last updated: 09/2019,1.267,1.267,2018
Mexico,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,274.18","1,322.49",2018
Mexico,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","2,627.85","2,715.04",2018
Mexico,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","10,118.17","10,405.79",2018
Mexico,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",1.852,1.816,2018
Mexico,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2018 Employment type: National definition Primary domestic currency: Mexican peso Data last updated: 09/2019,3.448,3.443,2018
Mexico,Population,Persons,Millions,Source: National Population Statistics Office (CONAPO) Latest actual data: 2018 Primary domestic currency: Mexican peso Data last updated: 09/2019,125.929,127.092,2018
Micronesia,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.381,0.391,2018
Micronesia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.365,0.375,2018
Micronesia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","3,718.00","3,815.82",2018
Micronesia,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",--,--,2018
Micronesia,Unemployment rate,Percent of total labor force,,,,,
Micronesia,Population,Persons,Millions,"Source: National Statistics Office Latest actual data: 2017/18. 1995 and 2010 from census data, other years estimated by authorities consultants Primary domestic currency: U.S. dollar Data last updated: 08/2019",0.102,0.103,2018
Moldova,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",11.688,12.281,2018
Moldova,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",27.282,28.88,2018
Moldova,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","3,300.09","3,470.19",2018
Moldova,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.019,0.019,2018
Moldova,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2018 Employment type: National definition Primary domestic currency: Moldovan leu Data last updated: 08/2019,3.022,3.022,2018
Moldova,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2018 Primary domestic currency: Moldovan leu Data last updated: 08/2019,3.542,3.539,2018
Mongolia,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",13.637,14.674,2016
Mongolia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",47.217,50.738,2016
Mongolia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","4,132.66","4,363.90",2014
Mongolia,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.033,0.034,2016
Mongolia,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2015 Notes: Unemployment rate is now new data series changed from the one referred to as registered unemployment rate. Employment type: National definition Primary domestic currency: Mongolian togrog Data last updated: 09/2019,9,8.1,2015
Mongolia,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2014 Primary domestic currency: Mongolian togrog Data last updated: 09/2019,3.3,3.363,2014
Montenegro,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",5.424,5.685,2018
Montenegro,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",12.516,13.081,2018
Montenegro,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","8,703.93","9,115.79",2018
Montenegro,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.009,0.009,2018
Montenegro,Unemployment rate,Percent of total labor force,,,,,
Montenegro,Population,Persons,Millions,Source: National Statistics Office. MONSTAT Latest actual data: 2018 Primary domestic currency: Euro Data last updated: 08/2019,0.623,0.624,2018
Morocco,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",119.04,124.539,2018
Morocco,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",328.651,347.535,2018
Morocco,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","3,345.03","3,464.02",2018
Morocco,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.232,0.232,2018
Morocco,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2016 Employment type: Harmonized ILO definition Primary domestic currency: Moroccan dirham Data last updated: 09/2019,9.23,8.86,2016
Morocco,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2018 Primary domestic currency: Moroccan dirham Data last updated: 09/2019,35.587,35.952,2018
Mozambique,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",15.093,16.695,2018
Mozambique,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",40.6,43.908,2018
Mozambique,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",484.405,521.831,2015
Mozambique,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.029,0.029,2018
Mozambique,Unemployment rate,Percent of total labor force,,,,,
Mozambique,Population,Persons,Millions,Source: International Financial Institution. Human Development Indicators. Latest actual data: 2015 Notes: Data prior to 1992 cannot be confirmed by national sources at this time. Primary domestic currency: Mozambican metical Data last updated: 08/2019,31.157,31.993,2015
Myanmar,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",65.994,72.105,2018
Myanmar,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",355.609,385.368,2018
Myanmar,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,244.73","1,350.83",2015
Myanmar,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.251,0.258,2018
Myanmar,Unemployment rate,Percent of total labor force,,Source: Myanmar Statistical Yearbook Latest actual data: 2013/14 Employment type: National definition Primary domestic currency: Myanmar kyat Data last updated: 09/2019,4,4,2014
Myanmar,Population,Persons,Millions,Source: Department of Labour Latest actual data: 2014/15 Primary domestic currency: Myanmar kyat Data last updated: 09/2019,53.019,53.378,2015
Namibia,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",14.368,14.943,2018
Namibia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",27.707,28.695,2018
Namibia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","5,842.06","5,963.03",2018
Namibia,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.02,0.019,2018
Namibia,Unemployment rate,Percent of total labor force,,,,,
Namibia,Population,Persons,Millions,Source: United Nations Latest actual data: 2018 Primary domestic currency: Namibia dollar Data last updated: 08/2019,2.459,2.506,2018
Nauru,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.108,0.111,2018
Nauru,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.117,0.12,2018
Nauru,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","8,270.26","8,369.12",2016
Nauru,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",--,--,2018
Nauru,Unemployment rate,Percent of total labor force,,,,,
Nauru,Population,Persons,Millions,"Source: Nauru Bureau of Statistics, Secretariat of the Pacific Community, IMF staff estimates Latest actual data: 2015/16. Calculated based on input from PFTAC national accounts TA in October 2016 Primary domestic currency: Australian dollar Data last updated: 08/2019",0.013,0.013,2016
Nepal,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",29.813,33.917,2019
Nepal,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",94.419,102.331,2019
Nepal,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,047.74","1,176.58",2015
Nepal,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.067,0.068,2019
Nepal,Unemployment rate,Percent of total labor force,,,,,
